scope,asn,hege,nb_peers
13977,6461,0.2930450482797053,1037
13977,174,0.7480294169566991,1037
13977,3356,0.034727904800106964,1037
3215,1299,0.17628806851010242,1022
3215,5511,0.3830639695022489,1022
3215,174,0.0600874268355931,1022
3215,3356,0.04501846353520267,1022
11172,3491,0.2799639092929164,1016
11172,6503,0.5446377330222754,1016
11172,3356,0.16379083894648097,1016
11172,3549,0.17996371636935835,1016
11172,1299,0.5378999803818256,1016
11172,174,0.05807739557739559,1016
385,3356,1.0,1079
385,209,0.4307827798303635,1079
385,6223,0.5950827488616193,1079
385,174,0.01965190747195333,1079
385,3561,0.017004371074219468,1079
385,1299,0.03223074481149966,1079
855,3356,0.2740007474038128,1064
855,3257,0.09349859804499404,1064
855,1299,0.3745841001147445,1064
18101,1299,0.21939250029434432,1026
18101,15412,1.0,1026
18101,-18,0.010696054577548781,1026
18101,2914,6.402868485081316e-05,1026
18101,174,0.10969180859691807,1026
50710,1299,0.48421410905133794,1001
50710,174,0.3702474979697234,1001
50710,3356,0.2690416767965989,1001
50710,39386,0.177808510159844,1001
50710,49832,0.41378978785605713,1001
50710,6762,0.002959943861023394,1001
26615,1299,0.08072474503841247,1034
26615,6762,1.0,1034
26615,174,0.039041180079116986,1034
26615,3356,0.15408951284927988,1034
45820,1299,0.16209623374882723,1035
45820,4755,0.7877071713702488,1035
45820,6453,1.0,1035
45820,174,0.05629272215520707,1035
45820,3356,0.0455166867712103,1035
13335,3356,0.07717741521154564,1035
13335,174,0.07207298681434778,1035
13335,1299,0.14342070766182027,1035
