scope,asn,hege,nb_peers
11054,1299,0.027777777777777776,44
11054,3356,0.5555555555555556,44
11054,2914,0.1388888888888889,44
11054,174,0.1111111111111111,44
1659,174,0.6527777777777778,44
1659,4637,0.1388888888888889,44
1659,3356,0.05555555555555555,44
11676,174,0.09722222222222222,44
11676,1239,0.4027777777777778,44
11676,701,0.5092592592592592,44
11676,3356,0.1111111111111111,44
11676,3257,0.009259259259259259,44
11676,1299,0.11574074074074073,44
9749,4826,0.5833333333333334,44
9749,6939,0.4722222222222222,44
9749,7545,0.3611111111111111,44
9749,9942,0.3611111111111111,44
9749,1299,0.027777777777777776,44
2381,6939,0.7222222222222222,44
2381,-31,0.08333333333333333,44
2381,1299,0.08333333333333333,44
11992,1299,0.2222222222222222,44
11992,7018,1.0,44
11992,3356,0.08333333333333333,44
7679,6939,0.25,44
7679,4766,0.3333333333333333,44
7679,4637,0.027777777777777776,44
7679,174,0.2361111111111111,44
3249,1299,1.0,44
14576,174,0.4444444444444444,44
14576,3356,0.027777777777777776,44
14576,9002,0.2777777777777778,44
14576,50673,0.1111111111111111,44
14576,27257,0.08333333333333333,44
12679,49434,0.05555555555555555,44
12679,9002,0.2777777777777778,44
12679,202984,0.1111111111111111,44
12679,9049,0.5555555555555556,44
12679,12389,0.027777777777777776,44
12679,1299,0.1388888888888889,44
