scope,asn,hege,nb_peers
2675,199938,0.125,8
2675,1299,0.25,8
2675,6461,0.5,8
2675,15290,0.375,8
2675,6799,0.125,8
2675,12713,0.125,8
2675,1273,0.125,8
2675,9186,0.25,8
2675,5626,0.125,8
2675,13156,0.125,8
2675,6453,0.125,8
2675,12360,0.125,8
2675,6939,0.125,8
2675,577,0.125,8
2675,378,0.125,8
2675,21320,0.125,8
2675,-18,0.125,8
2675,51669,0.125,8
2675,20764,0.125,8
2675,174,0.25,8
2675,205311,0.125,8
2675,35826,0.125,8
2675,58475,0.125,8
2675,4761,0.125,8
2015,5588,0.125,8
2015,1299,0.25,8
2015,12129,0.5,8
2015,59573,0.125,8
2015,-1150,0.125,8
2015,6939,0.625,8
2015,34093,0.125,8
2015,42908,0.125,8
2015,12312,0.125,8
2015,5089,0.125,8
2015,174,0.125,8
2015,34612,0.125,8
2015,50673,0.125,8
2015,-26,0.125,8
2015,202329,0.125,8
2015,553,0.125,8
2015,-31,0.125,8
2015,204467,0.125,8
2015,31252,0.125,8
89,3320,0.125,8
89,3356,0.875,8
89,6223,0.875,8
89,209,0.5,8
89,28573,0.125,8
89,4230,0.125,8
89,3215,0.125,8
89,5511,0.125,8
89,2860,0.125,8
89,174,0.125,8
89,6453,0.125,8
89,28812,0.125,8
89,12389,0.125,8
89,27017,0.125,8
89,20055,0.125,8
89,6461,0.125,8
89,668,0.25,8
89,11426,0.125,8
89,7843,0.125,8
89,41733,0.125,8
89,9002,0.125,8
89,1299,0.125,8
37,3320,0.125,8
37,3356,0.5,8
37,6223,0.5,8
37,209,0.5,8
37,680,0.125,8
37,20965,0.125,8
37,60924,0.16666666666666666,8
37,6939,0.041666666666666664,8
37,57187,0.041666666666666664,8
37,15802,0.0625,8
37,59605,0.0625,8
37,2914,0.5,8
37,668,0.375,8
37,13037,0.125,8
37,207375,0.125,8
37,43414,0.125,8
37,60036,0.125,8
37,56595,0.125,8
37,16205,0.125,8
37,198225,0.125,8
37,201011,0.125,8
1451,6799,0.125,8
1451,12713,0.125,8
1451,3356,1.0,8
1451,3561,0.5,8
1451,58212,0.125,8
1451,44486,0.125,8
1451,9002,0.125,8
1451,204671,0.125,8
1451,174,0.25,8
1451,6223,0.125,8
1451,15557,0.125,8
1451,3269,0.125,8
1451,6762,0.125,8
1451,1257,0.125,8
1451,3257,0.125,8
1451,208422,0.125,8
1451,49121,0.125,8
1451,1299,0.125,8
1451,44124,0.125,8
1451,31242,0.125,8
1471,3320,0.125,8
1471,3356,0.875,8
1471,209,1.0,8
1471,3209,0.125,8
1471,6830,0.3125,8
1471,1273,0.125,8
1471,29605,0.125,8
1471,5511,0.125,8
1471,41164,0.125,8
1471,25400,0.125,8
1471,1299,0.125,8
1471,8412,0.125,8
1471,50673,0.125,8
1471,174,0.125,8
1471,61337,0.125,8
1471,2914,0.125,8
1886,28573,0.125,8
1886,4230,0.125,8
1886,174,1.0,8
1886,3209,0.16666666666666666,8
1886,6830,0.125,8
1886,1273,0.125,8
1886,852,0.125,8
1886,13037,0.125,8
1886,1299,0.125,8
1886,3352,0.125,8
1886,12956,0.125,8
1886,25513,0.125,8
1886,8359,0.125,8
1886,3356,0.125,8
1886,202329,0.125,8
1886,553,0.125,8
1886,134285,0.125,8
1886,9498,0.125,8
2553,3320,0.125,8
2553,1299,0.25,8
2553,11096,1.0,8
2553,30784,0.125,8
2553,29124,0.125,8
2553,209141,0.125,8
2553,6939,0.75,8
2553,6730,0.125,8
2553,-60,0.125,8
2553,3209,0.125,8
2553,12430,0.125,8
2553,-1277,0.125,8
2553,33915,0.125,8
2553,131937,0.125,8
2553,24309,0.125,8
2553,4755,0.125,8
2553,6453,0.125,8
50,3215,0.125,8
50,3356,0.25,8
50,293,0.75,8
50,291,0.75,8
50,35699,0.125,8
50,-62,0.125,8
50,6939,0.375,8
50,12576,0.125,8
50,41562,0.125,8
50,198385,0.125,8
50,63018,0.125,8
50,14744,0.125,8
50,7922,0.125,8
50,49024,0.125,8
50,5607,0.125,8
50,2914,0.125,8
50,10796,0.125,8
50,7843,0.125,8
2274,12333,0.125,8
2274,6939,1.0,8
2274,513,0.125,8
2274,39578,0.125,8
2274,9002,0.125,8
2274,-2846,0.125,8
2274,7418,0.125,8
2274,12956,0.25,8
2274,29492,0.125,8
2274,30950,0.125,8
2274,16276,0.125,8
2274,262239,0.125,8
2274,197540,0.125,8
2274,47147,0.125,8
2274,-31,0.125,8
2274,1759,0.125,8
2274,1299,0.125,8
