scope,asn,hege,nb_peers
13999,6461,0.22509070156128982,45
13999,174,0.6004946122593182,45
13999,32098,0.6478438846085904,45
13999,3356,0.1839957604663487,45
13999,1299,0.02702702702702703,45
13999,3257,0.0990990990990991,45
13999,6453,0.005405405405405406,45
36352,1299,0.3783783783783784,45
36352,2914,0.05405405405405406,45
36352,23352,0.12162162162162163,45
36352,174,0.509009009009009,45
36352,3257,0.13566507684154744,45
36352,3356,0.02702702702702703,45
45609,1299,0.13513513513513514,45
45609,9498,1.0,45
45609,-31,0.2702702702702703,45
45609,-18,0.04054054054054054,45
45609,2914,0.05405405405405406,45
9583,1299,0.3156429156429157,45
9583,4809,0.03513513513513514,45
9583,7473,0.1273042273042273,45
9583,6461,0.12432432432432432,45
9583,174,0.22736486486486485,45
24560,-31,0.36486486486486486,45
24560,9498,0.9285285285285285,45
58224,3356,0.12012012012012012,45
58224,6762,0.38854568854568855,45
58224,29049,0.45315315315315313,45
58224,39533,0.04504504504504504,45
58224,6453,0.06542256542256543,45
58224,5511,0.02102102102102102,45
58224,1299,0.15765765765765766,45
58224,47147,0.034022257551669315,45
58224,174,0.02702702702702703,45
13188,6939,0.47259759759759756,45
13188,9002,0.3363363363363363,45
13188,35320,0.29579579579579574,45
13188,174,0.1036036036036036,45
13188,-31,0.05405405405405406,45
9829,3356,0.08918918918918918,45
9829,6453,0.42123299770358597,45
9829,174,0.18028616852146265,45
9829,9498,0.16037360890302066,45
9829,1299,0.16295707472178061,45
9829,4755,0.1876876876876877,45
9829,45489,0.07622328210563505,45
9829,3257,0.060810810810810814,45
23969,3356,0.10753141248665546,45
23969,38040,0.8345544803115136,45
23969,4651,0.16632882882882882,45
23969,6939,0.2864864864864865,45
23969,-31,0.17567567567567569,45
23969,-26,0.02702702702702703,45
24863,174,0.44594594594594594,45
24863,8452,0.9183183183183182,45
24863,9498,0.24864864864864863,45
24863,3356,0.22702702702702704,45
24863,1299,0.13573573573573575,45
24863,3257,0.005405405405405406,45
24863,5511,0.0990990990990991,45
24863,15412,0.02882882882882883,45
24863,6939,0.010810810810810811,45
