scope,asn,hege,nb_peers
2675,3257,0.025,48
2675,6461,0.525,48
2675,15290,0.475,48
2675,1299,0.05,48
2675,174,0.075,48
2675,3356,0.05,48
2015,6939,0.75,48
2015,12129,0.4027777777777778,48
2015,3356,0.05,48
2015,-26,0.025,48
2553,1299,0.075,48
2553,11096,1.0,48
2553,6939,0.725,48
2553,3356,0.075,48
2274,6939,1.0,48
50,6939,0.75,48
50,293,1.0,48
50,291,0.8875,48
89,3356,0.775,48
89,6223,0.8,48
89,209,0.575,48
89,1299,0.025,48
89,2914,0.125,48
89,668,0.25,48
1451,3356,1.0,48
1451,1299,0.075,48
1451,3561,0.625,48
1451,174,0.1625,48
1451,209,0.05,48
37,3356,0.55,48
37,6223,0.575,48
37,209,0.325,48
37,6939,0.05,48
37,668,0.125,48
37,2914,0.2,48
1886,1299,0.075,48
1886,174,1.0,48
1886,3356,0.025,48
1471,3356,1.0,48
1471,209,1.0,48
1471,174,0.05,48
