scope,asn,hege,nb_peers
2553,8262,0.2,5
2553,-31,0.2,5
2553,6939,0.4,5
2553,11096,1.0,5
2553,20115,0.2,5
2553,-22,0.2,5
2553,45090,0.2,5
2553,58466,0.2,5
2553,4134,0.2,5
2553,3356,0.4,5
2553,25412,0.2,5
2553,39551,0.2,5
2553,2914,0.2,5
2553,15435,0.2,5
2553,-64,0.2,5
2274,15165,0.2,5
2274,6939,1.0,5
2274,9245,0.2,5
2274,43848,0.2,5
2274,-50,0.2,5
2274,59791,0.2,5
2274,43366,0.2,5
2274,3301,0.2,5
2274,1299,0.2,5
50,3320,0.2,5
50,293,1.0,5
50,291,1.0,5
50,-1,0.19961089494163425,5
50,43437,0.2,5
50,-26,0.2,5
50,6939,0.6,5
50,5588,0.2,5
50,-55,0.2,5
50,4657,0.2,5
50,7514,0.2,5
50,2914,0.2,5
50,-5,0.2,5
2015,7922,0.2,5
2015,3356,0.2,5
2015,12129,0.8,5
2015,209,0.2,5
2015,6799,0.2,5
2015,-347,0.2,5
2015,6939,0.6,5
2015,15525,0.2,5
2015,8657,0.2,5
2015,12578,0.2,5
2015,204467,0.2,5
2015,31252,0.2,5
2675,12322,0.2,5
2675,6461,1.0,5
2675,15290,0.8,5
2675,41653,0.2,5
2675,29075,0.2,5
2675,-255,0.2,5
2675,199938,0.2,5
2675,1299,0.4,5
2675,20001,0.2,5
2675,7843,0.2,5
2675,12008,0.2,5
1471,14102,0.2,5
1471,13335,0.2,5
1471,11290,0.2,5
1471,3257,0.4,5
1471,3356,1.0,5
1471,209,1.0,5
1471,4764,0.2,5
1471,2914,0.2,5
1471,43413,0.4,5
1471,21430,0.2,5
1471,197029,0.2,5
1471,39392,0.2,5
1471,174,0.2,5
1471,8551,0.2,5
1471,1120,0.2,5
1471,1853,0.2,5
1471,1764,0.2,5
1886,38229,0.2,5
1886,18001,0.2,5
1886,174,1.0,5
1886,8881,0.2,5
1886,61157,0.2,5
1886,1299,0.4,5
1886,203020,0.2,5
1886,19158,0.2,5
1886,6461,0.2,5
1886,12008,0.2,5
89,3243,0.2,5
89,8657,0.2,5
89,6939,0.4,5
89,14102,0.2,5
89,13335,0.2,5
89,11290,0.2,5
89,3257,0.2,5
89,3356,0.4,5
89,6223,0.4,5
89,5391,0.2,5
89,26801,0.2,5
89,-22,0.2,5
89,668,0.2,5
89,6735,0.2,5
89,2914,0.2,5
37,4713,0.2,5
37,2914,0.2,5
37,131210,0.2,5
37,9829,0.2,5
37,4755,0.2,5
37,6453,0.2,5
37,3356,0.4,5
37,48161,0.2,5
37,6223,0.2,5
37,56030,0.2,5
37,4826,0.2,5
37,6939,0.2,5
37,668,0.2,5
37,396969,0.2,5
37,5056,0.2,5
1451,12709,0.2,5
1451,1299,0.4,5
1451,3356,1.0,5
1451,205036,0.2,5
1451,5588,0.4,5
1451,8788,0.2,5
1451,174,0.2,5
1451,3561,0.2,5
1451,34393,0.2,5
1451,209,0.2,5
1451,12767,0.2,5
