scope,asn,hege,nb_peers
1886,174,1.0,47
1886,1299,0.07692307692307693,47
1471,3356,1.0,47
1471,209,1.0,47
1471,1299,0.05128205128205128,47
1471,174,0.02564102564102564,47
2015,6939,0.6410256410256411,47
2015,12129,0.4358974358974359,47
2015,1299,0.05128205128205128,47
2675,3356,0.07692307692307693,47
2675,6461,0.6125356125356125,47
2675,15290,0.48433048433048437,47
2675,1299,0.02564102564102564,47
2675,174,0.01282051282051282,47
2553,6939,0.7435897435897436,47
2553,11096,1.0,47
2553,1299,0.05128205128205128,47
2553,3356,0.10256410256410256,47
2274,6939,1.0,47
2274,-31,0.05128205128205128,47
2274,1299,0.02564102564102564,47
50,6939,0.7150997150997151,47
50,293,1.0,47
50,291,0.9978632478632478,47
50,3356,0.10256410256410256,47
37,668,0.12179487179487179,47
37,2914,0.20512820512820512,47
37,3356,0.5897435897435898,47
37,6223,0.5897435897435898,47
37,209,0.358974358974359,47
37,6939,0.008547008547008546,47
89,3356,0.7435897435897436,47
89,6223,0.7692307692307693,47
89,2914,0.05128205128205128,47
89,668,0.1282051282051282,47
89,209,0.3333333333333333,47
1451,3356,1.0,47
1451,3561,0.5384615384615384,47
1451,174,0.05128205128205128,47
1451,1299,0.05128205128205128,47
