scope,asn,hege,nb_peers
50,3215,0.2,5
50,3356,0.2,5
50,293,1.0,5
50,291,0.6,5
50,35320,0.2,5
50,-264,0.2,5
50,6939,0.8,5
50,20712,0.2,5
50,-18,0.2,5
50,13127,0.2,5
50,1257,0.2,5
50,202657,0.2,5
50,12570,0.2,5
2274,12389,0.2,5
2274,8492,0.2,5
2274,-100,0.2,5
2274,209141,0.2,5
2274,6939,1.0,5
2274,680,0.2,5
2274,-31,0.4,5
2274,1267,0.2,5
2274,-35,0.2,5
2274,212567,0.2,5
2274,3320,0.4,5
2274,5483,0.2,5
2553,8362,0.2,5
2553,3356,0.2,5
2553,11096,1.0,5
2553,29695,0.2,5
2553,1299,0.4,5
2553,47524,0.2,5
2553,6939,0.4,5
2553,42970,0.2,5
2553,174,0.2,5
2553,3329,0.2,5
2553,1273,0.2,5
2675,33915,0.2,5
2675,6830,0.2,5
2675,577,0.2,5
2675,6461,0.4,5
2675,15290,0.4,5
2675,9506,0.2,5
2675,3758,0.2,5
2675,7473,0.2,5
2675,6453,0.2,5
2675,205311,0.2,5
2675,35826,0.2,5
2675,174,0.4,5
2675,59324,0.2,5
2675,7469,0.2,5
2675,134688,0.2,5
2675,38195,0.2,5
2675,60323,0.2,5
2675,12741,0.2,5
2015,21173,0.2,5
2015,3331,0.2,5
2015,6939,0.4,5
2015,12322,0.2,5
2015,174,0.2,5
2015,13041,0.2,5
2015,766,0.2,5
2015,11114,0.2,5
2015,-2,0.2,5
2015,27630,0.2,5
2015,209,0.2,5
2015,3356,0.2,5
2015,12129,0.2,5
1471,3215,0.2,5
1471,5511,0.2,5
1471,3356,1.0,5
1471,209,1.0,5
1471,9105,0.2,5
1471,13285,0.2,5
1471,6327,0.2,5
1471,27699,0.4,5
1471,26599,0.2,5
1471,12956,0.2,5
1471,6848,0.2,5
1471,6830,0.2,5
1886,42668,0.2,5
1886,8359,0.2,5
1886,3356,0.2,5
1886,174,1.0,5
1886,1764,0.2,5
1886,8985,0.2,5
1886,20485,0.2,5
1886,1136,0.2,5
1886,6830,0.2,5
1886,16086,0.2,5
89,5378,0.2,5
89,1273,0.2,5
89,3356,0.6,5
89,6223,0.6,5
89,209,0.2,5
89,3215,0.2,5
89,5511,0.2,5
89,51561,0.2,5
89,5607,0.2,5
89,2914,0.4,5
89,17747,0.2,5
89,9498,0.2,5
89,668,0.2,5
1451,12389,0.4,5
1451,3356,1.0,5
1451,3561,0.6,5
1451,50204,0.2,5
1451,174,0.2,5
1451,25019,0.2,5
1451,45025,0.2,5
1451,48276,0.2,5
1451,44124,0.2,5
1451,31242,0.2,5
37,31200,0.2,5
37,20485,0.2,5
37,2914,0.2,5
37,12695,0.2,5
37,8359,0.2,5
37,3356,0.6,5
37,6223,0.6,5
37,209,0.4,5
37,263703,0.2,5
37,18678,0.2,5
37,174,0.2,5
37,137409,0.2,5
37,6939,0.2,5
37,40300,0.2,5
37,668,0.2,5
37,9145,0.2,5
