scope,asn,hege,nb_peers
50,3215,0.2,5
50,3356,0.2,5
50,293,0.8,5
50,291,0.8,5
50,3320,0.2,5
50,-1,0.2,5
50,199284,0.2,5
50,6939,0.4,5
50,1140,0.2,5
50,23889,0.2,5
50,174,0.2,5
2553,852,0.2,5
2553,6939,0.8,5
2553,11096,1.0,5
2553,35239,0.2,5
2553,12389,0.2,5
2553,-2846,0.2,5
2553,39699,0.2,5
2553,47605,0.2,5
2553,-98,0.2,5
2553,12374,0.2,5
2553,13237,0.2,5
2553,-676,0.2,5
2553,14813,0.2,5
2553,23520,0.2,5
2553,-17,0.2,5
2553,17072,0.2,5
2274,8331,0.2,5
2274,-100,0.4,5
2274,209141,0.4,5
2274,6939,1.0,5
2274,20473,0.2,5
2274,12389,0.2,5
2274,8492,0.2,5
2274,21309,0.2,5
2274,2857,0.2,5
2274,-31,0.2,5
1471,5089,0.2,5
1471,6830,0.4,5
1471,3356,1.0,5
1471,209,1.0,5
1471,39650,0.2,5
1471,24631,0.2,5
1471,29049,0.2,5
1471,6848,0.2,5
1471,24940,0.2,5
1471,49367,0.2,5
1471,174,0.2,5
1886,207435,0.2,5
1886,3356,0.2,5
1886,174,1.0,5
1886,8632,0.2,5
1886,25353,0.2,5
1886,15576,0.2,5
1886,3257,0.2,5
1886,28573,0.2,5
1886,4230,0.2,5
1886,9145,0.2,5
2015,5378,0.2,5
2015,1273,0.2,5
2015,1299,0.2,5
2015,5089,0.2,5
2015,174,0.2,5
2015,12543,0.2,5
2015,3216,0.2,5
2015,-70,0.2,5
2015,6939,0.4,5
2015,701,0.2,5
2015,553,0.2,5
2015,-31,0.2,5
2015,12129,0.2,5
2675,7018,0.2,5
2675,62365,0.2,5
2675,3356,0.2,5
2675,6461,0.2,5
2675,15290,0.2,5
2675,1136,0.2,5
2675,6830,0.2,5
2675,577,0.2,5
2675,56837,0.2,5
2675,286,0.2,5
2675,3257,0.2,5
2675,44244,0.2,5
2675,5511,0.2,5
2675,6453,0.2,5
89,5378,0.2,5
89,1273,0.2,5
89,3356,0.8,5
89,6223,0.8,5
89,209,0.8,5
89,27017,0.2,5
89,20055,0.2,5
89,6461,0.2,5
89,668,0.2,5
89,39180,0.2,5
89,206264,0.2,5
89,9002,0.2,5
89,48438,0.2,5
89,6939,0.2,5
1451,4804,0.2,5
1451,7473,0.2,5
1451,6461,0.2,5
1451,3356,1.0,5
1451,3561,0.8,5
1451,42652,0.2,5
1451,7922,0.2,5
1451,209,0.2,5
1451,28885,0.2,5
1451,8529,0.2,5
1451,174,0.2,5
1451,264605,0.2,5
1451,64126,0.2,5
1451,23520,0.2,5
1451,1299,0.2,5
37,207375,0.2,5
37,43414,0.2,5
37,2914,0.2,5
37,668,0.2,5
37,27699,0.2,5
37,26599,0.2,5
37,12956,0.2,5
37,3356,0.6,5
37,6223,0.6,5
37,209,0.4,5
37,1853,0.2,5
37,6939,0.2,5
37,8285,0.2,5
37,12578,0.2,5
37,35467,0.2,5
37,174,0.2,5
