scope,asn,hege,nb_peers
1471,8339,0.25,4
1471,201011,0.25,4
1471,3356,0.75,4
1471,209,1.0,4
1471,20371,0.25,4
1471,174,0.5,4
1471,2860,0.25,4
1471,6453,0.25,4
1471,20001,0.25,4
1471,7843,0.25,4
1886,3215,0.25,4
1886,174,1.0,4
1886,49472,0.25,4
1886,51346,0.25,4
1886,41798,0.25,4
1886,43727,0.25,4
1886,27699,0.25,4
1886,26599,0.25,4
1886,12956,0.25,4
1886,58224,0.25,4
1886,6453,0.125,4
2675,16509,0.25,4
2675,6461,0.75,4
2675,378,0.25,4
2675,21320,0.25,4
2675,-18,0.25,4
2675,15290,0.5,4
2675,48481,0.25,4
2675,43966,0.25,4
2675,9002,0.25,4
2675,44244,0.25,4
2675,5511,0.25,4
2675,6453,0.25,4
2015,212567,0.25,4
2015,47147,0.25,4
2015,-31,0.25,4
2015,6939,0.75,4
2015,203352,0.25,4
2015,44902,0.25,4
2015,12129,0.75,4
2015,3215,0.25,4
2015,174,0.25,4
2015,1299,0.25,4
2015,132933,0.25,4
2015,9498,0.25,4
2015,-14,0.25,4
1451,1257,0.25,4
1451,3257,0.25,4
1451,3356,0.75,4
1451,3561,0.25,4
1451,42652,0.25,4
1451,6700,0.25,4
1451,8400,0.25,4
1451,50266,0.25,4
37,20115,0.25,4
37,3356,0.5,4
37,6223,0.5,4
37,209,0.5,4
37,11708,0.25,4
37,32097,0.25,4
37,6939,0.5,4
37,-2,0.25,4
37,668,0.25,4
37,7545,0.25,4
37,16205,0.25,4
89,701,0.25,4
89,3356,0.5,4
89,6223,0.5,4
89,209,0.5,4
89,5607,0.25,4
89,2914,0.5,4
89,24186,0.25,4
89,9498,0.25,4
89,42263,0.25,4
89,201011,0.25,4
2553,5650,0.25,4
2553,-142,0.25,4
2553,6939,1.0,4
2553,11096,1.0,4
2553,29687,0.25,4
2553,15557,0.25,4
2553,-31,0.25,4
2553,35393,0.25,4
50,15557,0.25,4
50,-31,0.25,4
50,6939,0.75,4
50,293,0.75,4
50,291,0.75,4
50,63018,0.25,4
50,14744,0.25,4
50,7922,0.25,4
50,60876,0.25,4
50,1140,0.25,4
2274,47217,0.25,4
2274,-35,0.25,4
2274,6939,1.0,4
2274,3209,0.25,4
2274,6830,0.25,4
2274,-31,0.75,4
2274,2857,0.25,4
2274,8228,0.25,4
2274,15557,0.25,4
