scope,asn,hege,nb_peers
50,37153,0.5,2
50,6939,0.5,2
50,293,1.0,2
50,291,1.0,2
50,202625,0.5,2
50,49544,0.5,2
2274,13188,0.5,2
2274,9002,0.5,2
2274,-55,0.5,2
2274,6939,0.5,2
2274,35320,0.5,2
2274,-264,0.5,2
2274,37002,0.5,2
2553,31069,0.5,2
2553,-327,0.5,2
2553,6939,1.0,2
2553,11096,1.0,2
2553,9145,0.5,2
2553,-31,0.5,2
1471,44914,0.5,2
1471,3356,1.0,2
1471,209,1.0,2
1471,42000,0.5,2
1471,1299,0.5,2
1886,45797,0.5,2
1886,7575,0.5,2
1886,2914,0.5,2
1886,174,1.0,2
1886,50226,0.5,2
1886,6830,0.5,2
1886,8412,0.5,2
1451,2860,0.5,2
1451,6453,0.5,2
1451,3561,0.5,2
1451,174,0.5,2
1451,3356,1.0,2
1451,553,0.5,2
89,8334,0.5,2
89,39153,0.5,2
89,20764,0.5,2
89,20485,0.5,2
89,2914,0.5,2
89,43205,0.5,2
89,12615,0.5,2
89,3356,0.5,2
89,6223,0.5,2
37,20115,0.5,2
37,3356,1.0,2
37,6223,1.0,2
37,209,1.0,2
37,6659,0.5,2
37,61157,0.5,2
2015,553,0.5,2
2015,-31,0.5,2
2015,6939,0.5,2
2015,12129,0.5,2
2015,57370,0.5,2
2015,3303,0.5,2
2015,3356,0.5,2
2675,24183,0.5,2
2675,4826,0.5,2
2675,3257,0.5,2
2675,16004,0.5,2
2675,-35,0.5,2
2675,137,0.5,2
2675,21320,0.5,2
2675,20965,0.5,2
2675,-18,0.5,2
2675,6461,0.5,2
2675,15290,0.5,2
