scope,asn,hege,nb_peers
20161,577,0.32309688581314877,42
20161,6461,0.20034602076124566,42
20161,1299,0.08823529411764706,42
20161,6327,0.35294117647058826,42
20161,174,0.08823529411764706,42
27747,6762,0.8235294117647058,42
27747,3356,0.29411764705882354,42
27747,3549,0.11764705882352941,42
27747,174,0.08823529411764706,42
27747,1299,0.10294117647058823,42
44444,3356,0.3235294117647059,42
44444,2914,0.026960784313725488,42
44444,6453,0.029411764705882353,42
44444,174,0.08823529411764706,42
44444,6939,0.058823529411764705,42
55352,9498,0.3088235294117647,42
55352,6453,0.5588235294117647,42
55352,4755,0.5441176470588235,42
55352,45769,0.23529411764705882,42
55352,64049,0.11274509803921569,42
55352,55836,0.05392156862745098,42
55352,17439,0.11274509803921569,42
55352,3356,0.058823529411764705,42
2519,1299,0.17647058823529413,42
2519,174,0.23529411764705882,42
2519,3356,0.2647058823529412,42
2519,3549,0.2647058823529412,42
4787,2914,0.35294117647058826,42
4787,38158,0.9705882352941176,42
4787,1299,0.23529411764705882,42
4787,7473,0.08823529411764706,42
4787,6453,0.029411764705882353,42
55592,174,0.2647058823529412,42
55592,4766,1.0,42
55592,6939,0.14705882352941177,42
55592,-31,0.029411764705882353,42
14259,12956,0.20588235294117646,42
14259,3356,0.17156862745098042,42
14259,174,0.07352941176470588,42
14259,262589,0.23529411764705882,42
14259,52280,0.058823529411764705,42
136190,4134,1.0,42
136190,3356,0.058823529411764705,42
136190,174,0.08823529411764706,42
136190,1299,0.11764705882352941,42
1916,174,0.6176470588235294,42
1916,2914,0.29411764705882354,42
1916,1299,0.08823529411764706,42
