scope,asn,hege,nb_peers
855,3257,0.09027777777777776,36
855,1299,0.5643518518518519,36
855,3356,0.16666666666666666,36
385,3356,1.0,36
385,6223,0.6147058823529412,36
385,209,0.4766666666666667,36
385,174,0.13434343434343435,36
385,1299,0.16565656565656567,36
18101,15412,1.0,36
18101,1299,0.23333333333333334,36
18101,174,0.03333333333333333,36
18101,-31,0.1,36
13977,6461,0.3333333333333333,36
13977,-18,0.03333333333333333,36
13977,174,0.7,36
13977,3356,0.1,36
13977,1299,0.06666666666666667,36
11172,3356,0.2833333333333333,36
11172,3549,0.3,36
11172,6503,0.580952380952381,36
11172,1299,0.5666666666666667,36
11172,3491,0.15,36
11172,174,0.03333333333333333,36
3215,6453,0.03197026022304832,36
3215,1299,0.16691449814126394,36
3215,3356,0.1,36
3215,5511,0.3777777777777778,36
3215,174,0.06666666666666667,36
26615,174,0.09444444444444443,36
26615,6762,1.0,36
26615,1299,0.19901960784313727,36
26615,3356,0.20797385620915032,36
45820,174,0.15,36
45820,6453,1.0,36
45820,1299,0.06666666666666667,36
45820,4755,0.8451851851851852,36
45820,3257,0.03333333333333333,36
50710,1299,0.4166666666666667,36
50710,49832,0.4,36
50710,6453,0.061111111111111116,36
50710,6762,0.03333333333333333,36
50710,39386,0.22777777777777777,36
50710,174,0.42777777777777776,36
50710,3356,0.20092592592592592,36
13335,1299,0.18888888888888886,36
13335,3356,0.08333333333333333,36
13335,174,0.05,36
