scope,asn,hege,nb_peers
2015,6939,0.7213114754098361,75
2015,12129,0.3770491803278688,75
2675,6461,0.6539162112932604,75
2675,15290,0.5063752276867031,75
2675,1299,0.06557377049180328,75
2675,174,0.03278688524590164,75
1886,174,1.0,75
1886,1299,0.03278688524590164,75
1886,3356,0.08196721311475409,75
1471,3356,1.0,75
1471,209,1.0,75
1471,1299,0.03278688524590164,75
1471,174,0.03278688524590164,75
50,6939,0.6375227686703095,75
50,293,1.0,75
50,291,0.9904371584699453,75
50,3356,0.01639344262295082,75
2274,6939,1.0,75
2274,-31,0.03278688524590164,75
2274,1299,0.03278688524590164,75
2553,3356,0.06885245901639345,75
2553,11096,1.0,75
2553,6939,0.819672131147541,75
2553,1299,0.029508196721311476,75
89,3356,0.7377049180327869,75
89,6223,0.7540983606557377,75
89,209,0.375,75
89,1299,0.01639344262295082,75
89,668,0.14754098360655737,75
89,2914,0.11475409836065574,75
1451,3356,1.0,75
1451,209,0.03278688524590164,75
1451,3561,0.5901639344262295,75
1451,174,0.02459016393442623,75
1451,1299,0.03278688524590164,75
37,3356,0.6065573770491803,75
37,6223,0.7049180327868853,75
37,209,0.45901639344262296,75
37,668,0.14754098360655737,75
37,2914,0.14754098360655737,75
