scope,asn,hege,nb_peers
17995,7473,0.21952214452214452,405
17995,137366,0.9334615384615385,405
17995,1299,0.4729072978303748,405
17995,6461,0.09153846153846154,405
17995,2914,0.07653846153846154,405
45069,58453,1.0,405
45069,9808,1.0,405
45069,9394,1.0,405
45069,3356,0.14153846153846153,405
45069,1299,0.40615384615384614,405
45069,-31,0.015384615384615385,405
27775,23520,0.1686153846153846,405
27775,174,0.25592857142857145,405
27775,2914,0.45547936507936515,405
27775,6939,0.2316923076923077,405
27775,1299,0.08907692307692308,405
42910,174,0.37890625,400
42910,50673,0.11770833333333333,400
42910,9121,0.2734375,400
42910,6762,0.07800480769230769,400
42910,-26,0.0234375,400
42910,1299,0.0203125,400
38370,58453,1.0,405
38370,9808,1.0,405
38370,3356,0.11692307692307692,405
38370,1299,0.35935897435897435,405
3223,1299,0.39375216337833163,401
3223,2914,0.10390824129141887,401
9770,3786,1.0,403
9770,2914,0.3184984520123839,403
9770,3356,0.21671826625386997,403
9770,1299,0.0030959752321981426,403
4795,4761,0.7538827838827838,405
4795,9002,0.5387664579429285,405
4795,1299,0.2705432345432346,405
9341,3356,0.78,405
9341,1299,0.009230769230769232,405
9341,3491,0.08153846153846153,405
136958,3356,0.404320987654321,404
136958,4837,1.0,404
136958,17816,1.0,404
136958,1299,0.09645061728395062,404
