scope,asn,hege,nb_peers
89,11426,0.1111111111111111,9
89,7843,0.1111111111111111,9
89,668,0.5555555555555556,9
89,3209,0.1111111111111111,9
89,6830,0.1111111111111111,9
89,1273,0.1111111111111111,9
89,3356,0.8888888888888888,9
89,6223,0.8888888888888888,9
89,209,0.6666666666666666,9
89,12993,0.1111111111111111,9
89,7727,0.1111111111111111,9
89,1299,0.1111111111111111,9
89,1221,0.1111111111111111,9
89,4637,0.1111111111111111,9
89,7018,0.1111111111111111,9
89,35540,0.1111111111111111,9
89,16276,0.1111111111111111,9
89,11404,0.1111111111111111,9
89,27017,0.1111111111111111,9
89,20055,0.1111111111111111,9
89,6461,0.1111111111111111,9
1451,15557,0.1111111111111111,9
1451,174,0.2222222222222222,9
1451,3356,1.0,9
1451,3561,0.7777777777777778,9
1451,7922,0.1111111111111111,9
1451,209,0.2222222222222222,9
1451,577,0.1111111111111111,9
1451,6453,0.1111111111111111,9
1451,12579,0.1111111111111111,9
1451,3320,0.1111111111111111,9
1451,786,0.1111111111111111,9
1451,13037,0.1111111111111111,9
1451,1299,0.1111111111111111,9
1451,28885,0.1111111111111111,9
1451,8529,0.1111111111111111,9
1451,8560,0.1111111111111111,9
1451,13045,0.1111111111111111,9
37,132905,0.1111111111111111,9
37,9299,0.1111111111111111,9
37,6939,0.3333333333333333,9
37,-267,0.1111111111111111,9
37,40300,0.2222222222222222,9
37,668,0.3333333333333333,9
37,53755,0.1111111111111111,9
37,6453,0.1111111111111111,9
37,209,0.4444444444444444,9
37,6223,0.5555555555555556,9
37,1267,0.1111111111111111,9
37,3356,0.4444444444444444,9
37,137409,0.1111111111111111,9
37,1853,0.1111111111111111,9
37,680,0.1111111111111111,9
37,20965,0.1111111111111111,9
37,1759,0.1111111111111111,9
37,1299,0.1111111111111111,9
37,6659,0.1111111111111111,9
37,61157,0.1111111111111111,9
37,12695,0.1111111111111111,9
37,8359,0.1111111111111111,9
2553,196948,0.1111111111111111,9
2553,34073,0.1111111111111111,9
2553,12578,0.1111111111111111,9
2553,6939,0.8888888888888888,9
2553,11096,1.0,9
2553,1836,0.1111111111111111,9
2553,3209,0.1111111111111111,9
2553,45942,0.1111111111111111,9
2553,9498,0.1111111111111111,9
2553,-12,0.1111111111111111,9
2553,30764,0.1111111111111111,9
2553,6848,0.1111111111111111,9
